,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.0,0.0,-0.5550426624135131,1.2852931781890105,0.32790664205885434,-1.2675905806999785,1.1872444991891749,-0.29504353467525113,-1.0215259251062514,0.32365119388837854,0.354603413210067,-0.6634703301510965,0.34782777701174844,-0.14902971593861505,-0.388581006304195,3.0
1,1.0,1.0,-0.31126200576380514,-0.8311528811425692,0.3168846069049224,0.8379974585750682,0.7607620567548248,1.5115202016075744,1.0624284590116957,0.8527037692342646,0.38392400570258134,0.8617312880670999,0.5496440108463223,1.3623067768543513,-0.5213737216626483,0.0
2,1.0,1.0,-0.43282378872929295,0.5398500161460349,-1.5187614742099953,-0.5259717716419425,0.31278717793792987,-0.8341669798179209,0.9155458733847843,-1.9720638654226679,-2.112115596595625,-1.2357480568102375,-1.655668014045474,-1.1243391189487484,1.857233769184458,2.0
3,1.0,0.0,0.7715577896352612,0.7122278332473636,0.7175196883680874,0.0,-1.1499468784189154e-16,-0.4660431149836613,-0.6780825866752794,0.0,0.27979998969952424,-0.35261907122017544,1.1318324086045894,-0.09573420780592977,-0.3626317968947504,3.0
4,1.0,0.0,-4.78096421817002e-16,0.47643990542453307,0.4718315752568498,-0.46288697431596276,0.3819254973853929,-0.4671671859769491,-1.0953127872976371,0.010929633541968834,0.45825869286699933,-0.9525427900278596,0.07843363415174874,-0.09360981255141458,-0.32029361312144605,3.0
5,1.0,1.0,0.7095941348587991,-1.0519230469660645,-1.747737485217099,1.0576350054604027,-2.5951653591220287,-0.6208941898491213,-1.3592875701052416,0.5562331949861192,0.8906225272851741,1.3394825879868921,-2.189076987990889,-1.1970956459609847,-1.576151302516186,1.0
6,1.0,1.0,-0.2303741382878509,-1.0636313068004486,0.5798750342251577,1.069283198316208,0.3896938478851079,1.280228611560876,1.369285153301152,0.1757286156935268,0.34285042639663427,0.6753562269796708,-1.1910337125832444,1.3286647894365735,0.097730290684951,0.0
7,1.0,1.0,-0.5306645967485423,1.24373151761079,0.5294099115405878,-1.2262421442396856,0.43941129108328353,-0.7536643626374839,-0.8597257681017886,0.43285336623042936,0.5772967391448365,0.42681148094630483,0.535453718932186,-0.31546703196022596,-0.104190278080039,3.0
8,1.0,1.0,-1.488637155588459,-1.1047437164779508,1.1556278143605077,1.1101846886712532,0.30424199238824357,1.4917186229744333,0.9498525759225592,0.07046174846881174,0.22023743172616914,0.0020228463856190883,0.3929156160518261,1.5761167320385376,0.39409757709808146,0.0
9,1.0,1.0,-1.0900459256054056,0.539021603230754,1.037584336678251,-0.5251476087400315,-0.19655766982671286,-0.4675628544588439,-0.7969825594346194,0.45211253678841795,0.12343817662452135,-0.0009375879283318098,-0.20527401754290034,0.047294655866984295,0.2408186437848034,3.0
10,1.0,0.0,-0.18194655231727547,1.5681469597705593,1.1878849428496474,-1.5489932352755085,0.1908240750924053,-0.491077313900509,-1.446507886257343,-0.24456414524830908,0.4130235903655459,-1.3201932923125366,-1.3158532102839609,-0.549939996650706,0.15939905960537196,3.0
11,1.0,1.0,-0.21473537918202057,-1.2715159160767506,-1.3198022469324355,1.2761012955276199,-2.2310886657020554,-5.783908895756885e-17,-1.0279272165063211,0.37589640121731016,0.520712570385185,0.9824021136315353,0.1781307759755069,-0.7142930219668383,-1.0261751435751232,1.0
12,1.0,0.0,0.2929329101106056,-0.9295052261647838,-1.8551723425535216,0.9358452257791289,-1.4164476432986155,-0.04101719387401034,-0.21563811322058427,0.7297891085017629,0.011178004672295511,1.4990189081742438,-2.200282938495634,-0.6313373352132652,-1.0867933372158096,1.0
